text,clean_text,sentiment
"RT @PRuchiSoya: Mahakosh refined soyabean oil is one of the best cooking oil brands in India and a manufacturer of healthy cooking oil, vegetable and edible oil in India. mahakosh refined soyabean oil gives a fine balance between greattasting and good health.
#patanjaliruchisoya https://t.co/XiO5aGfXEg","rt mahakosh refined soyabean oil is one of the best cooking oil brands in india and a manufacturer of healthy cooking oil, vegetable and edible oil in india. mahakosh refined soyabean oil gives a fine balance between greattasting and good health. pat an jal iru chi soy a",positive
Hyundai India i visitedkrish Hyundai anisabad service experience at good customer care and timely delivery my car service very good and the staff is very low cost maintenance services overall service experience very very good I recommend krrsh Hyundai anisabad thank you .,hyundai india i visitedkrish hyundai anisabad service experience at good customer care and timely delivery my car service very good and the staff is very low cost maintenance services overall service experience very very good i recommend krrsh hyundai anisabad thank you .,positive
"Go Earth's organic cold-pressed coconut oil is flourished with all the benefits and nutrients that your body needs to keep itself healthy and fit.
. 
. 
. 
#goearthorganic #goearth #organic #organiclife #healthylifestyle #healthylife #organiccoconutoil #coconutoil #hairhealthy https://t.co/fW3WC6gxin",go earth organic cold pressed coconut oil is flourished with all the benefits and nutrients that your body needs to keep itself healthy and fit. . . . go earth organic go earth organic organiclife healthy lifestyle healthy life organic coconut oil coconut oil hair healthy,neutral
"@anshula Cyclone in Mumbai. Forced to remain indoors? Just the perfect time to cook up some healthy Onion Pakodas. Use organic ingredients. Organic Onions, Organic Besan Flour, Rock Salt fried in organic cold-pressed Oil. All delivered to you by Organik Truck. Delicious and Tasty. https://t.co/ddTGC5SY4t","cyclone in mumbai. forced to remain indoors? just the perfect time to cook up some healthy onion pakodas. use organic ingredients. organic onions, organic besan flour, rock salt fried in organic cold pressed oil. all delivered to you by organik truck. delicious and tasty.",neutral
"@sonturrchu As simple as it can be. Chicken marinated in curd, turmeric, chili powder, mustard oil for a couple of hours. Fry lots of onion, put in ginger garlic paste (NOT packed), tomato. Fry until oil starts separating. Put in chicken. Fry until colour changes to red. Add water & boil","as simple as it can be. chicken marinated in curd, turmeric, chili powder, mustard oil for a couple of hours. fry lots of onion, put in ginger garlic paste not packed , tomato. fry until oil starts separating. put in chicken. fry until colour changes to red. add water boil",neutral
RT @irfanchandial: Hey @Dream11 please improve this Gl contest...please distribute price top rankers not only top 10 my rank is 3000..I got only 11 rupees benefit..is this joke you don't know how much skill needed to reach this rank...please improve 29 rupees Gl it's totally disgusting. Thank you https://t.co/2rrsJWRrXL,rt hey please improve this gl contest...please distribute price top rankers not only top 10 my rank is 10 ..i got only 10 rupees benefit..is this joke you do not know how much skill needed to reach this rank...please improve 10 rupees gl it is totally disgusting. thank you,negative
"There’s a lot to take into consideration when you’re looking for the best INC vs SE dream11 team. Today, We are going to discuss INC vs SE Match news, INC vs SE fantasy Football prediction, and dream11 Expert data. This League is called Korean League in the dream11 app.","there is a lot to take into consideration when you are looking for the best inc vs se dream 10 team. today, we are going to discuss inc vs se match news, inc vs se fantasy football prediction, and dream 10 expert data. this league is called korean league in the dream 10 app.",neutral
"Hello Friend, 
Do you need some money urgently? Don't Worry!
Apply 'Welcome Loan' from Truebalance at an Attractive Interest Rate. No Documents, Processing Fee & Other Charges. After timely re-payment, become eligible for Bigger Loans upto Rs. 50,000/-. 
Download and Get Loan NOW: https://kjkf8.app.goo.gl/YkAx7o6Y1FZGMovB6","hello friend, do you need some money urgently? do not worry! apply welcome loan from truebalance at an attractive interest rate. no documents, processing fee other charges. after timely re payment, become eligible for bigger loans upto rs. 10 , 10 . download and get loan now",neutral
"Congrats __harsha___official__ 

#proudowner #i20 #newi20 #hyundai #indian #2020 #i20asta #i20magna #i20sports #i20sportz #whitei20 #i20white #thar #verna #creta #safari #nexa #audi #bmw #mahindra #tharlover #i20lovers #i20owners #modifiedcars #carlovers #alloy #alloywheels #i20alloys",congrats harsha official proud owner i 10 new i 10 hyundai indian 10 i 10 asta i 10 magna i 10 sports i 10 sportz white i 10 i 10 white tha r vern a creta safari nex a audi bmw mahindra tha rlover i 10 lovers i 10 owners modified cars car love rs alloy alloywheels i 10 alloys,positive
"#Didyouknow Drinking Coconut water moisturises your child's skin from within and eliminates any excess oil. It contains anti-bacterial, anti-microbial, and anti-viral properties that help cure skin infections effectively, helping your child's skin remain clean, clear and healthy https://t.co/yra77SUALA","did you know drinking coconut water moisturises your child skin from within and eliminates any excess oil. it contains anti bacterial, anti microbial, and anti viral properties that help cure skin infections effectively, helping your child skin remain clean, clear and healthy",neutral
"The choices we make with our daily food ingredients and staples reflect how much we prioritise our health. 
#organicmultugrainatta #atta #organicatta #organicfood #organic #healthyfood #vegan #healthylifestyle #food #healthy #organicfarming #organicgardening #PlanetOrganicIndia https://t.co/sMZX9AO2fs",the choices we make with our daily food ingredients and staples reflect how much we prioritise our health. organic mul tug rain att a att a organic atta organic food organic healthy food vegan healthy lifestyle food healthy organicfarming organic gardening planet organic india,neutral
RT @ECA_OFFICIAL: Placing climate-conscious #industrialization & #digitalization at foundation of #Africa’s recovery & structural transformation critical. Focus on #health also. Africa’s industrialization is a good strategy not only for #Africa but the world. Ghana Finance Minister Ken Ofori-Atta https://t.co/vVT172nMWG,rt placing climate conscious industrialization dig ita liz ati on at foundation of africa s recovery structural transformation critical. focus on health also. africa s industrialization is a good strategy not only for africa but the world. ghana finance minister ken ofori atta,positive
@ASPRawat @mshiteshmohan @ashokgehlot51 @JaipurPolice @RMASindia @LCAI_Support @IDFCFIRSTBank @narendramodi @RBI @HomeCredit_In @DelhiPolice the agent ex is an Proof of Emp the GOI is giving 2 Male 'Adhani Ambani Invst FUND Recovery as in these Banks Mostly there money Involved '& Female' Call Recovery Girl-Reminder 2 1st Soft Threats'& what these Guys will Do..as No other Emp..if any Recovery the Salary they GET..Exp,the agent ex is an proof of emp the goi is giving 10 male adhani ambani invst fund recovery as in these banks mostly there money involved female call recovery girl reminder 10 10 st soft threats what these guys will do..as no other emp..if any recovery the salary they get..exp,neutral
"There’s a lot to take into consideration when you’re looking for the best BUR vs LEI dream11 team. Today, We are going to discuss BUR vs LEI Match news, BUR vs LEI fantasy Football prediction, and dream11 Expert data. This League is called Premier League in the dream11 app.","there is a lot to take into consideration when you are looking for the best bur vs lei dream 10 team. today, we are going to discuss bur vs lei match news, bur vs lei fantasy football prediction, and dream 10 expert data. this league is called premier league in the dream 10 app.",neutral
"There’s a lot to take into consideration when you’re looking for the best MUN vs WHU dream11 team. Today, We are going to discuss MUN vs WHU Match news, MUN vs WHU fantasy Football prediction, and dream11 Expert data. This League is called Premier League in the dream11 app.","there is a lot to take into consideration when you are looking for the best mun vs whu dream 10 team. today, we are going to discuss mun vs whu match news, mun vs whu fantasy football prediction, and dream 10 expert data. this league is called premier league in the dream 10 app.",neutral
"2/5 It can affect your wrinkles- When you #eat certain #foods with #healthy oils and omega-3 fatty acids found in fish, nuts, olive oil, along with healthy proteins, collagen is produced in your skin which makes it smoother, which helps prevent premature wrinkles and skin sagging","10 10 it can affect your wrinkles when you eat certain foods with healthy oils and omega 10 fatty acids found in fish, nuts, olive oil, along with healthy proteins, collagen is produced in your skin which makes it smoother, which helps prevent premature wrinkles and skin sagging",positive
@Dream11 Hello I am not asking for special Cash Bonus or begging to give some money. I have just asked you to give what you have promised. Rs 1000 total Cash Bonus for today and Rs 500 Cash Bonus for last T20 match. That's it not a single paisa more. Would b grateful if you do the needful,hello i am not asking for special cash bonus or begging to give some money. i have just asked you to give what you have promised. rs 10 total cash bonus for today and rs 10 cash bonus for last t 10 match. that is it not a single paisa more. would b grateful if you do the needful,negative
